accuracy,loss,val_accuracy,val_loss
0.8100939393043518,0.40478432178497314,0.9040247797966003,0.2533350884914398
0.903756856918335,0.23723076283931732,0.9331269264221191,0.17996357381343842
0.9280111193656921,0.18021617829799652,0.9405573010444641,0.16384699940681458
0.9419960975646973,0.14693395793437958,0.946749210357666,0.1526535302400589
0.9507173299789429,0.1271606981754303,0.9525283575057983,0.13689610362052917
0.959283709526062,0.106485515832901,0.9531475901603699,0.12742453813552856
0.9627928733825684,0.09974759817123413,0.9506707787513733,0.13818137347698212
0.9660955667495728,0.09069724380970001,0.9552115797996521,0.12752336263656616
0.969295084476471,0.0846373587846756,0.953354001045227,0.1362226903438568
0.9718236923217773,0.07793531566858292,0.9547987580299377,0.12665434181690216
0.974300742149353,0.0719112977385521,0.9583075046539307,0.12255020439624786
0.9750232100486755,0.06690045446157455,0.959545910358429,0.12480657547712326
0.9771389961242676,0.06522788107395172,0.9601651430130005,0.12268396466970444
0.9783775210380554,0.0594596192240715,0.9599587321281433,0.12148682028055191
0.9781194925308228,0.05832580849528313,0.9578947424888611,0.1257084757089615
0.9821447134017944,0.05228038504719734,0.9583075046539307,0.13546255230903625
0.9788935780525208,0.05648388713598251,0.9581011533737183,0.13197949528694153
0.9820414781570435,0.04974374547600746,0.9593394994735718,0.13320206105709076
0.9843637347221375,0.04548712447285652,0.9634674787521362,0.1139487475156784
0.9811125993728638,0.0487041175365448,0.9607843160629272,0.1286575347185135
0.9829187989234924,0.044776178896427155,0.9605779051780701,0.12737073004245758
0.985653817653656,0.04217854514718056,0.9605779051780701,0.1285572052001953
0.9844669103622437,0.04356534779071808,0.9618163108825684,0.13003617525100708
0.9849313497543335,0.04084927216172218,0.9589267373085022,0.13277162611484528
