accuracy,loss,val_accuracy,val_loss
0.8102389574050903,0.40676864981651306,0.8893705010414124,0.2641182243824005
0.9025132656097412,0.23932304978370667,0.9211558103561401,0.19373399019241333
0.9272848963737488,0.1817360669374466,0.9362229108810425,0.15551891922950745
0.9423027038574219,0.1497473120689392,0.944066047668457,0.15154066681861877
0.9489085078239441,0.13146772980690002,0.942208468914032,0.14829368889331818
0.9569076895713806,0.115750752389431,0.9492260217666626,0.13450200855731964
0.9618104100227356,0.1019066572189331,0.9521155953407288,0.12808004021644592
0.9656293392181396,0.09424444288015366,0.9556243419647217,0.12257471680641174
0.9680548906326294,0.08716708421707153,0.9494324326515198,0.1330435574054718
0.9721319079399109,0.08016051352024078,0.9535603523254395,0.12780240178108215
0.9731124639511108,0.07431259006261826,0.9583075046539307,0.10800718516111374
0.9749187231063843,0.06836749613285065,0.9562435746192932,0.12288619577884674
0.9758992791175842,0.06520109623670578,0.95686274766922,0.1187199205160141
0.9780668020248413,0.059277959167957306,0.9589267373085022,0.12889505922794342
0.9778603315353394,0.059237148612737656,0.9589267373085022,0.13140670955181122
0.9798730611801147,0.05528101697564125,0.9620227217674255,0.11285817623138428
